day_of_week,hour_of_day,segment,speed_kph_mean,speed_kph_std,0_5_mean,0_5_std
4,14,2471843,107.78,3.8262777392385674,56.71,8.230738130157226
4,14,2471844,107.68333333333334,3.846953651511609,56.75333333333333,8.235201923731907
4,15,2471843,108.51666666666667,3.9099036703299697,57.193333333333335,11.740332487281979
4,15,2471844,108.35666666666667,3.870321284472264,57.2,11.706842752171926
4,16,2471843,109.51333333333334,4.292385210058307,43.78333333333333,8.892316902164325
4,16,2471844,109.46666666666667,4.296170289075059,43.79,8.851387284272857
4,17,2471843,110.83680555555556,4.014490244134088,34.02430555555556,6.525967924820642
4,17,2471844,110.49305555555556,4.202200398841636,34.135416666666664,6.4769004583240495
4,18,2471843,110.41666666666667,4.729650678111394,28.758333333333333,5.125203673198878
4,18,2471844,110.02916666666667,4.697901175341768,28.841666666666665,5.181227513776235
4,19,2471843,110.02083333333333,4.353085681580993,22.4,5.827219350226019
4,19,2471844,109.8875,4.344940066801898,22.429166666666667,5.789470977390544
4,20,2471843,109.84583333333333,4.5625801229089324,21.083333333333332,6.366206983193302
4,20,2471844,109.92083333333333,4.330245788792232,21.0625,6.374000044637407
4,21,2471843,109.21666666666667,3.7920492320068573,16.729166666666668,5.480049717780349
4,21,2471844,108.84166666666667,4.186041425654343,16.7375,5.44215011810128
4,22,2471843,109.87083333333334,4.7493650019657165,10.45,3.888293771293887
4,22,2471844,109.4875,4.8491738933243775,10.4375,3.870855862028772
4,23,2471843,108.27916666666667,7.310305625642943,7.220833333333333,2.979213786189484
4,23,2471844,108.64166666666667,5.528618330248717,7.15,2.9815331205529096
5,0,2471843,109.95833333333333,5.31579447032775,4.004166666666666,2.613927801128382
5,0,2471844,109.2875,5.386781628949855,4.008333333333334,2.6002762432371793
5,1,2471843,108.09166666666667,6.161692743203432,3.7666666666666666,2.1772245713363345
5,1,2471844,107.49583333333334,6.145378177363652,3.775,2.1896007545749403
5,2,2471843,108.25,4.6613338727024605,3.275,1.9121391556650933
5,2,2471844,108.07916666666667,4.651672589516141,3.279166666666667,1.9104380024558079
5,3,2471843,109.0625,4.040621405045523,4.966666666666667,2.2867028147315027
5,3,2471844,108.35833333333333,4.5726050426285125,4.9625,2.3003206070888234
5,4,2471843,110.24166666666666,5.0619523138149125,10.604166666666666,5.269870082212946
5,4,2471844,109.67916666666666,5.118796207748219,10.583333333333334,5.2551362933463235
5,5,2471843,109.57916666666667,5.59531178282331,14.7875,5.813763247349715
5,5,2471844,109.24166666666666,5.503130844659699,14.833333333333334,5.913368067082598
5,6,2471843,108.375,3.7126099718859886,19.495833333333334,8.345568772174959
5,6,2471844,108.17916666666666,3.533045335753693,19.520833333333332,8.353060680589618
5,7,2471843,108.9625,3.90722027698555,29.945833333333333,10.141322698785038
5,7,2471844,108.77083333333333,3.696880870807555,29.995833333333334,10.16495658617804
5,8,2471843,108.66666666666667,3.9214746891694126,34.825,8.473599167130118
5,8,2471844,108.4625,3.9977307893897995,34.770833333333336,8.42848225424847
5,9,2471843,108.94583333333334,3.8346012395901927,35.025,9.277644431237311
5,9,2471844,108.80416666666666,3.8036515341217223,35.05833333333333,9.258081019099277
5,10,2471843,109.26666666666667,3.577552828385408,37.229166666666664,9.455112148788329
5,10,2471844,109.075,3.4632862232907007,37.2125,9.418259328910569
5,11,2471843,109.14166666666667,3.743436841504331,41.97083333333333,10.723765464899198
5,11,2471844,108.94583333333334,3.752988116786674,41.9375,10.736880190926485
5,12,2471843,109.775,3.696571972985838,40.225,9.451007783149631
5,12,2471844,109.44583333333334,3.7524306395086886,40.275,9.4757673759974
5,13,2471843,110.25416666666666,3.8243307360635748,37.59583333333333,8.811317331147555
5,13,2471844,109.975,3.781617063514331,37.675,8.873978225111275
5,14,2471843,110.11666666666666,3.6411946481656057,34.525,9.049341731532662
5,14,2471844,109.83333333333333,3.6092241967838428,34.5125,9.09134548686311
5,15,2471843,110.21666666666667,3.9752020728792092,39.9625,12.860477957892513
5,15,2471844,109.87083333333334,4.040069095753912,39.979166666666664,12.874173139688763
5,16,2471843,110.30833333333334,5.143620712171891,29.0125,8.911691934648283
5,16,2471844,109.82916666666667,5.49476579896678,29.016666666666666,8.89829407122307
5,17,2471843,112.84166666666667,4.065356923778365,26.183333333333334,6.8851709347377765
5,17,2471844,112.5625,4.138331127257519,26.241666666666667,6.9281981975830496
5,18,2471843,112.2875,4.078293648022166,23.395833333333332,5.5279418920665355
5,18,2471844,111.99166666666666,4.068443378028401,23.433333333333334,5.508051669498327
5,19,2471843,112.425,4.156282737310904,22.325,5.958240311959794
5,19,2471844,112.29166666666667,4.07953527859005,22.3625,5.960631828855326
5,20,2471843,111.17083333333333,3.540557501270776,22.883333333333333,5.101781349961727
5,20,2471844,110.99166666666666,3.652237998663863,22.833333333333332,5.061683668707888
5,21,2471843,112.00763358778626,4.065547581477589,19.16412213740458,4.782608478897258
5,21,2471844,111.58778625954199,3.9738035458244063,19.19083969465649,4.802002302387493
5,22,2471843,112.39,4.388861700191903,12.513333333333334,4.7467456433748945
5,22,2471844,112.06,4.403145728645861,12.526666666666667,4.730455890503106
5,23,2471843,111.20666666666666,4.5694882607837375,8.143333333333333,3.3962583517051987
5,23,2471844,111.31666666666666,3.6844229031586395,8.146666666666667,3.412326007994892
6,0,2471843,113.07333333333334,3.8822065005955557,6.066666666666666,2.7313776074238936
6,0,2471844,112.62666666666667,3.982481145694007,6.066666666666666,2.712948430430652
6,1,2471843,112.19333333333333,5.08219617377349,3.67,2.1282696663193916
6,1,2471844,111.69,5.138929394117594,3.6666666666666665,2.1363760352762258
6,2,2471843,111.48333333333333,4.213736362898009,2.716666666666667,1.6427775104127609
6,2,2471844,111.01333333333334,4.24813422223482,2.72,1.638255046890504
6,3,2471843,111.60333333333334,4.596711295917513,3.62,1.9871493506543534
6,3,2471844,111.38333333333334,4.27206711248793,3.6066666666666665,1.9828585381117745
6,4,2471843,111.02333333333333,3.664361797115024,6.266666666666667,2.9332978613442555
6,4,2471844,110.8,3.6758272110667467,6.286666666666667,2.9552666363395637
6,5,2471843,112.58666666666667,4.268084351986787,7.16,2.8708662298510195
6,5,2471844,112.25666666666666,4.692995088272609,7.18,2.8963591491854457
6,6,2471843,110.51666666666667,4.200221632417395,9.14,4.073784366353374
6,6,2471844,110.36666666666666,4.226713369579731,9.143333333333333,4.072436373426551
6,7,2471843,109.89333333333333,3.920014105951452,16.286666666666665,5.264046876750274
6,7,2471844,109.55,3.919017179367028,16.28,5.219105626939401
6,8,2471843,109.56,3.992434316626301,23.85,6.869604906536207
6,8,2471844,109.25,3.969890860567322,23.883333333333333,6.892125472885866
6,9,2471843,110.03666666666666,3.434332203086858,29.23,7.2016186400551145
6,9,2471844,109.74,3.5100048118577036,29.24,7.20477359406984
6,10,2471843,109.75666666666666,3.3518510169289835,34.56333333333333,8.123173150252644
6,10,2471844,109.51333333333334,3.3487114612026816,34.61,8.133783135395571
6,11,2471843,110.29666666666667,3.620176027551299,37.66,7.060019801577203
6,11,2471844,110.09,3.6523552670373522,37.68333333333333,7.0594505235561575
6,12,2471843,110.86,3.5206604731533044,36.17666666666667,7.411831061745025
6,12,2471844,110.60666666666667,3.5956061381298983,36.21333333333333,7.481604344487023
6,13,2471843,111.03,3.450912341196468,34.373333333333335,5.920370894404611
6,13,2471844,110.68666666666667,3.6192289625231115,34.38333333333333,5.932427936883003
6,14,2471843,110.65666666666667,3.4542575477579898,31.366666666666667,7.209169807956765
6,14,2471844,110.29666666666667,3.27583463115246,31.39,7.206316905637829
6,15,2471843,110.79,3.964630413340096,31.64,6.198802344136502
6,15,2471844,110.65333333333334,3.9587955782438797,31.636666666666667,6.189698169835735
6,16,2471843,111.76333333333334,3.9326251653562054,26.923333333333332,6.561577800575015
6,16,2471844,111.57333333333334,3.910959930864159,27.046666666666667,6.583486655567525
6,17,2471843,113.17333333333333,3.5153683930257587,27.06,5.934683498504766
6,17,2471844,113.00666666666666,3.492939206919141,27.046666666666667,5.9421251861587505
6,18,2471843,112.29666666666667,3.571813038710249,25.906666666666666,7.810332464085901
6,18,2471844,111.90666666666667,3.6029468924648267,25.933333333333334,7.783153634004918
6,19,2471843,111.88,4.029855139018217,22.016666666666666,6.151628293204005
6,19,2471844,111.52,4.055171354667895,22.03,6.116136341336696
6,20,2471843,111.19666666666667,4.517301065749067,16.003333333333334,5.614421428977593
6,20,2471844,110.90333333333334,4.547849161476298,16.053333333333335,5.604330225800548
6,21,2471843,110.61666666666666,4.677891024490881,9.926666666666666,3.6486065818133553
6,21,2471844,110.41333333333333,4.864981916965052,9.893333333333333,3.663334860007207
6,22,2471843,110.87,4.8791173334095195,5.17,2.5170522123040833
6,22,2471844,110.68333333333334,4.7964997921828605,5.18,2.5063664755376456
6,23,2471843,110.01,5.023346830343942,2.796666666666667,1.8709150969214288
6,23,2471844,109.65333333333334,5.070719496243859,2.77,1.8678139888623722
